CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SUM_SYN_ANT_SAN,SYNERGY_SCORE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA,QA,BatchID,COMBINATION_ID
SW620,MRK-003,VINORELBINE,10.0,0.04,3.92991461,10.0,94.0949718,0.003226462,1.745820351,40.54664456,0,0.0,-1.875370343,0.329903406,1,1,MRK-003.VINORELBINE
HT29,L778123,BEZ-235,5.0,0.4,5.0,0.515971002,31.20482692,0.041701794,1.261010335,45.82771205,0,1.0,19.36901283,44.4055988,1,1,BEZ-235.L778123
SKOV3,MRK-003,SN-38,10.0,0.005,10.0,3.720052352,78.41020012,0.005,4.034223755,36.01801309,0,1.0,21.95206833,22.60610184,1,1,MRK-003.SN-38
MSTO,SUNITINIB,TOPOTECAN,5.0,1.0,4.070855576,2.077094718,0.0,0.079465906,1.889298297,14.70967076,0,0.0,1.4971904,10.69648357,1,1,SUNITINIB.TOPOTECAN
NCIH23,DEXAMETHASONE,L778123,10.0,5.0,1.0,0.0,100.0,1.02306871,1.304602939,63.92346152,0,1.0,1.150576586,1.150576586,1,1,DEXAMETHASONE.L778123
SKMEL30,ABT-888,SN-38,10.0,0.005,1.0,0.0,100.0,0.001896662,10.0,59.1960015,0,1.0,31.45219069,31.45219069,1,1,ABT-888.SN-38
UACC62,MK-4541,ERLOTINIB,4.0,5.0,1.0,0.0,100.0,3.243922322,1.226950001,16.77527209,0,1.0,30.49731843,30.49731843,1,1,ERLOTINIB.MK-4541
SKMES1,DOXORUBICIN,L778123,0.3,5.0,0.027548277,1.676223733,7.630330605,5.0,0.669941762,24.23786948,0,0.0,-17.84430824,-5.596062563,1,1,DOXORUBICIN.L778123
OV90,MK-4541,MK-8776,4.0,4.0,4.0,10.0,90.60436119,1.006840748,2.997450466,41.27178135,0,1.0,14.80780898,15.84719563,1,1,MK-4541.MK-8776
RKO,L778123,BEZ-235,5.0,0.4,2.19361832,1.213983185,68.25228098,0.023979506,1.651382462,47.62224428,0,1.0,18.81177948,33.79274548,1,1,BEZ-235.L778123
OVCAR3,CARBOPLATIN,DASATINIB,50.0,3.0,13.06421251,1.678303317,47.06489794,0.045270028,1.204779996,19.79834226,0,1.0,7.888039658,30.33555729,1,1,CARBOPLATIN.DASATINIB
NCIH1650,SUNITINIB,TEMOZOLOMIDE,5.0,250.0,1.53353702,3.980988904,69.78789663,1.0,0.0,100.0,0,0.0,-5.457640288,-5.457640288,1,1,SUNITINIB.TEMOZOLOMIDE
OCUBM,DOXORUBICIN,L778123,0.3,5.0,0.011088026,10.0,1.389880094,0.388440275,1.328200098,44.57149076,0,1.0,-0.381325354,6.28447964,1,1,DOXORUBICIN.L778123
SKMES1,DEXAMETHASONE,ERLOTINIB,10.0,5.0,0.0035,0.1,92.47941864,0.256268285,1.289271169,25.73392111,0,1.0,-0.204948433,7.173497785,1,1,DEXAMETHASONE.ERLOTINIB
SW837,CARBOPLATIN,PD325901,50.0,0.1,11.19853346,1.356388245,84.32249955,0.0055289,1.026539857,35.32074761,0,0.0,-41.00959879,-28.61815879,1,1,CARBOPLATIN.PD325901
SW837,SUNITINIB,TOPOTECAN,5.0,1.0,4.902784507,10.0,0.0,0.095722145,1.172605774,24.88910382,0,0.0,-2.819833035,1.242128368,1,1,SUNITINIB.TOPOTECAN
LOVO,DOXORUBICIN,DASATINIB,0.3,3.0,0.042439567,0.836061599,0.0,0.076190596,1.048750617,29.70273068,0,1.0,-5.366969323,37.85804125,1,1,DASATINIB.DOXORUBICIN
VCAP,ZOLINZA,MK-5108,4.0,2.0,1.425944926,1.798695042,1.414952493,1.535228739,2.122665801,0.0,0,1.0,19.2849954,27.00102282,1,1,MK-5108.ZOLINZA
NCIH520,L778123,OXALIPLATIN,5.0,20.0,4.518268727,0.93796332,42.55341484,4.382098956,2.623209565,56.30943798,0,1.0,-2.483932331,8.625825518,1,1,L778123.OXALIPLATIN
A2058,DEXAMETHASONE,DINACICLIB,10.0,0.04,1.0,0.0,100.0,0.014252374,2.509340929,0.344792214,0,0.0,-11.03062506,-11.03062506,1,1,DEXAMETHASONE.DINACICLIB
RPMI7951,PD325901,MK-8776,0.1,4.0,0.005224962,3.191597826,33.74105834,0.382787577,2.448304849,7.453852934,0,1.0,-6.75491137,15.54844695,1,1,MK-8776.PD325901
SKMEL30,AZD1775,GELDANAMYCIN,0.5,2.0,0.233841629,10.0,38.76971372,0.493918091,10.0,59.9939898,0,1.0,36.27618287,41.09944057,1,1,AZD1775.GELDANAMYCIN
OV90,MK-4541,PACLITAXEL,4.0,0.04,4.0,10.0,90.60436119,0.001710026,10.0,51.62147209,0,0.0,-5.143069844,-3.434928007,1,1,MK-4541.PACLITAXEL
NCIH2122,ERLOTINIB,GELDANAMYCIN,5.0,2.0,1.832641816,1.295925477,17.31900126,0.102001461,10.0,10.04227814,0,1.0,11.09505989,27.1163414,1,1,ERLOTINIB.GELDANAMYCIN
NCIH520,BEZ-235,OXALIPLATIN,0.4,20.0,0.02437376,2.13763422,29.52266197,4.382098956,2.623209565,56.30943798,0,1.0,-9.47407502,9.925554917,1,1,BEZ-235.OXALIPLATIN
NCIH2122,METHOTREXATE,ERLOTINIB,0.2,5.0,0.012961851,5.813963834,27.81235814,1.832641816,1.295925477,17.31900126,0,1.0,-1.941452255,13.816654,1,1,ERLOTINIB.METHOTREXATE
DLD1,METFORMIN,MK-8669,250.0,0.01,1.0,0.0,100.0,0.002164093,1.372532598,89.88363897,0,1.0,9.488697087,9.488697087,1,1,METFORMIN.MK-8669
RKO,CARBOPLATIN,BORTEZOMIB,50.0,0.04,50.0,10.0,87.40743081,0.009351021,10.0,2.796583399,0,1.0,54.58366958,55.3478336,1,1,BORTEZOMIB.CARBOPLATIN
A375,ERLOTINIB,GELDANAMYCIN,5.0,2.0,4.992083287,9.999999526,55.7518505,0.495677198,9.984124808,41.80873716,0,1.0,57.13741899,60.79778093,1,1,ERLOTINIB.GELDANAMYCIN
SKMES1,SUNITINIB,SORAFENIB,5.0,20.0,4.286803198,2.616590868,0.0,11.13349922,10.0,12.34893381,0,0.0,0.118648519,2.509175336,1,1,SORAFENIB.SUNITINIB
NCIH23,LAPATINIB,MK-5108,5.0,2.0,5.0,2.065864479,38.21487943,0.394652741,1.966983939,42.47432515,0,1.0,9.110657674,16.35020927,1,1,LAPATINIB.MK-5108
ES2,VINBLASTINE,MK-4827,0.04,10.0,0.013616439,9.519527005,41.60171111,3.646248695,10.0,47.59744256,0,0.0,10.40679622,12.95304436,1,1,MK-4827.VINBLASTINE
NCIH2122,MK-4541,PACLITAXEL,4.0,0.04,0.528547208,1.957996695,92.58429641,0.001716632,10.0,6.612943172,0,0.0,-22.21232289,-18.60011396,1,1,MK-4541.PACLITAXEL
SKOV3,ZOLINZA,SORAFENIB,4.0,20.0,2.507144504,2.03038798,0.0,11.24783883,10.0,18.84178895,0,0.0,14.64468769,18.42014966,1,1,SORAFENIB.ZOLINZA
MSTO,TOPOTECAN,DINACICLIB,1.0,0.04,0.079465906,1.889298297,14.70967076,0.013671697,10.0,7.703104616,0,0.0,17.33244985,23.8148297,1,1,DINACICLIB.TOPOTECAN
SKOV3,PACLITAXEL,PD325901,0.04,0.1,0.003074043,2.091980425,43.53731291,0.006661204,2.679907207,89.67821868,0,0.0,-16.00944036,-2.308747575,1,1,PACLITAXEL.PD325901
NCIH1650,MITOMYCINE,LAPATINIB,1.0,5.0,0.391935566,1.38549681,9.596430836,0.208819388,1.201108998,40.52943821,0,1.0,-17.44800638,12.46203379,1,1,LAPATINIB.MITOMYCINE
HT144,L778123,DASATINIB,5.0,3.0,5.0,0.715331801,9.47891732,1.0,0.0,100.0,0,0.0,-5.258820248,-5.258820248,1,1,DASATINIB.L778123
PA1,DOXORUBICIN,MK-4827,0.3,10.0,0.010682836,10.0,2.334928135,4.432824649,2.206622764,0.0,0,0.0,0.499106867,3.906850087,1,1,DOXORUBICIN.MK-4827
NCIH23,MK-8669,MK-8776,0.01,4.0,0.000735258,1.638180792,75.33258112,0.429616178,2.383499351,31.64828919,0,1.0,12.7241553,32.95132112,1,1,MK-8669.MK-8776
LOVO,ETOPOSIDE,TEMOZOLOMIDE,4.0,250.0,0.315284907,0.9766145,36.01351662,250.0,10.0,88.59101696,0,0.0,-6.998451557,-4.631929083,1,1,ETOPOSIDE.TEMOZOLOMIDE
SW620,METFORMIN,LAPATINIB,250.0,5.0,1.0,0.0,100.0,1.0,0.0,100.0,0,0.0,-6.528065322,-6.528065322,1,1,LAPATINIB.METFORMIN
DLD1,ETOPOSIDE,BORTEZOMIB,4.0,0.04,1.33133371,1.657553924,55.98228402,0.00857849,1.888645165,2.145517736,0,1.0,32.78103726,44.56823224,1,1,BORTEZOMIB.ETOPOSIDE
SW837,AZD1775,TOPOTECAN,0.5,1.0,0.425847443,1.146076477,0.0,0.095722145,1.172605774,24.88910382,0,1.0,-5.650248838,13.96840603,1,1,AZD1775.TOPOTECAN
UACC62,LAPATINIB,PD325901,5.0,0.1,5.0,1.112299383,68.70994056,0.004078905,1.353419687,12.38838363,0,1.0,-0.342360647,6.548827737,1,1,LAPATINIB.PD325901
OV90,METFORMIN,SUNITINIB,250.0,5.0,250.0,1.548411568,68.71887006,5.0,0.627222326,91.56744696,0,1.0,4.62751823,6.829948306,1,1,METFORMIN.SUNITINIB
NCIH23,ZOLINZA,TEMOZOLOMIDE,4.0,250.0,1.37814084,10.0,19.00522486,75.48659523,9.805150552,59.10144016,0,0.0,-2.895801492,-0.383570948,1,1,TEMOZOLOMIDE.ZOLINZA
RKO,MK-2206,BEZ-235,4.0,0.4,0.579714195,1.153233538,80.29226557,0.023979506,1.651382462,47.62224428,0,1.0,1.206117612,19.85821558,1,1,BEZ-235.MK-2206
A427,GEMCITABINE,BEZ-235,0.01,0.4,0.001701508,2.654619535,4.737832574,0.053226321,1.053642175,41.16940505,0,1.0,7.549179229,17.98941542,1,1,BEZ-235.GEMCITABINE
A375,MK-4541,DASATINIB,4.0,3.0,1.0,0.0,100.0,1.074238912,1.723947971,54.24317801,0,0.0,-15.35799123,-15.35799123,1,1,DASATINIB.MK-4541
UWB1289,ETOPOSIDE,ZOLINZA,4.0,4.0,0.859396751,0.930644646,9.17725155,1.383770628,1.626687584,14.27421205,0,1.0,19.61999524,43.20132251,1,1,ETOPOSIDE.ZOLINZA
NCIH1650,TEMOZOLOMIDE,SN-38,250.0,0.005,1.0,0.0,100.0,0.00188536,1.217302552,90.91910799,0,0.0,-33.98053992,-33.98053992,1,1,SN-38.TEMOZOLOMIDE
PA1,MRK-003,TEMOZOLOMIDE,10.0,250.0,10.0,2.044880795,48.89163881,250.0,2.22316407,28.3943648,0,1.0,29.7948899,32.89627991,1,1,MRK-003.TEMOZOLOMIDE
SW837,DOXORUBICIN,BORTEZOMIB,0.3,0.04,0.07337878,0.966681322,0.0,0.005778642,1.199849571,18.70191911,0,1.0,-5.937021471,22.84881704,1,1,BORTEZOMIB.DOXORUBICIN
DLD1,AZD1775,MK-4827,0.5,10.0,0.389534988,1.72748814,67.18005503,10.0,4.226111058,79.9962949,0,0.0,0.255667977,1.767670077,1,1,AZD1775.MK-4827
NCIH520,METHOTREXATE,MK-2206,0.2,4.0,0.041352254,10.0,23.22315421,0.158496244,1.379590231,32.61358217,0,0.0,-35.71908196,-20.60695751,1,1,METHOTREXATE.MK-2206
SKOV3,TEMOZOLOMIDE,TOPOTECAN,250.0,1.0,1.0,0.0,100.0,0.151094891,1.651900378,14.96424698,0,0.0,-13.87136418,-13.87136418,1,1,TEMOZOLOMIDE.TOPOTECAN
A2058,MK-4541,MK-8776,4.0,4.0,1.0,0.0,100.0,0.47221428,2.267968461,69.4464428,0,0.0,-0.622047175,-0.622047175,1,1,MK-4541.MK-8776
NCIH2122,GEMCITABINE,DINACICLIB,0.01,0.04,0.001264082,1.729457988,29.62494162,0.011865655,2.56205144,0.0,0,1.0,-0.655187375,9.86750629,1,1,DINACICLIB.GEMCITABINE
NCIH1650,ERLOTINIB,DINACICLIB,5.0,0.04,0.799637149,0.318132908,0.0,0.012708634,10.0,6.497412465,0,1.0,8.347015229,24.24608937,1,1,DINACICLIB.ERLOTINIB
SKOV3,METFORMIN,ZOLINZA,250.0,4.0,250.0,10.0,84.40216341,2.507144504,2.03038798,0.0,0,1.0,13.05491631,14.24224552,1,1,METFORMIN.ZOLINZA
SW620,AZD1775,MK-5108,0.5,2.0,0.453095214,1.561476852,0.0,0.573078138,2.261650136,75.95692572,0,1.0,0.60671774,8.194952677,1,1,AZD1775.MK-5108
NCIH1650,VINORELBINE,MK-5108,0.04,2.0,0.009176446,1.563571522,34.55963019,2.0,1.032189821,61.96625215,0,1.0,4.299135671,14.49650534,1,1,MK-5108.VINORELBINE
NCIH520,MK-4827,BEZ-235,10.0,0.4,6.784014897,1.012005022,40.49579584,0.02437376,2.13763422,29.52266197,0,1.0,-7.488519128,10.12242874,1,1,BEZ-235.MK-4827
NCIH23,MK-4541,MRK-003,4.0,10.0,1.0,0.0,100.0,10.0,4.580299412,45.40403735,0,1.0,9.683321753,9.683321753,1,1,MK-4541.MRK-003
NCIH2122,ZOLINZA,MK-8776,4.0,4.0,1.325174995,1.558209143,10.78345345,0.43795554,2.129983949,21.5217691,0,1.0,4.138256734,22.70272696,1,1,MK-8776.ZOLINZA
A427,VINBLASTINE,GELDANAMYCIN,0.04,2.0,0.018423078,1.350091594,0.0,0.267763617,1.599646228,22.2154231,0,1.0,2.754215483,23.07950675,1,1,GELDANAMYCIN.VINBLASTINE
DLD1,MRK-003,MK-8669,10.0,0.01,10.0,1.469551605,55.34735326,0.002164093,1.372532598,89.88363897,0,1.0,20.6773541,26.19517356,1,1,MK-8669.MRK-003
SW837,MK-4541,PD325901,4.0,0.1,1.54082462,9.999999976,86.48639189,0.0055289,1.026539857,35.32074761,0,0.0,-14.32870922,-9.434766666,1,1,MK-4541.PD325901
ES2,ZOLINZA,SUNITINIB,4.0,5.0,1.739350721,2.182020191,11.30337484,5.0,4.960032406,38.81986017,0,1.0,15.03002537,17.52641624,1,1,SUNITINIB.ZOLINZA
MDAMB436,VINBLASTINE,BORTEZOMIB,0.04,0.04,0.00959167,10.0,39.09739813,0.004419112,1.840772845,4.08076739,0,0.0,6.034927423,16.01708778,1,1,BORTEZOMIB.VINBLASTINE
RKO,L778123,PD325901,5.0,0.1,2.19361832,1.213983185,68.25228098,0.1,0.63541757,61.53054138,0,1.0,19.76326125,32.43474818,1,1,L778123.PD325901
NCIH520,VINORELBINE,AZD1775,0.04,0.5,0.00315209,1.648685746,27.55534554,0.236267293,10.0,72.57694502,0,1.0,2.59010537,8.426897149,1,1,AZD1775.VINORELBINE
MDAMB436,VINBLASTINE,ABT-888,0.04,10.0,0.00959167,10.0,39.09739813,2.816998036,1.603461484,81.27545709,0,0.0,-12.15429607,-5.752208058,1,1,ABT-888.VINBLASTINE
SKOV3,5-FU,L778123,10.0,5.0,10.0,1.512118386,39.7976804,2.011440665,10.0,79.29536556,0,1.0,9.176129783,13.43038856,1,1,5-FU.L778123
SKOV3,TEMOZOLOMIDE,PD325901,250.0,0.1,1.0,0.0,100.0,0.006661204,2.679907207,89.67821868,0,0.0,-19.80292423,-19.80292423,1,1,PD325901.TEMOZOLOMIDE
RKO,DEXAMETHASONE,MK-5108,10.0,2.0,1.0,0.0,100.0,1.0,0.0,100.0,0,1.0,12.60405143,12.60405143,1,1,DEXAMETHASONE.MK-5108
UACC62,VINORELBINE,ABT-888,0.04,10.0,0.001713969,10.0,31.8868316,1.0,0.0,100.0,0,0.0,-10.90478043,-10.90478043,1,1,ABT-888.VINORELBINE
HT29,SUNITINIB,LAPATINIB,5.0,5.0,1.861317077,3.609304781,38.98794072,4.440191821,2.405275197,0.0,0,1.0,18.9356788,23.76852165,1,1,LAPATINIB.SUNITINIB
SKOV3,MITOMYCINE,BORTEZOMIB,1.0,0.04,0.129922459,1.350439328,23.96035006,0.009680608,1.919785232,0.0,0,0.0,-17.44735878,2.182827155,1,1,BORTEZOMIB.MITOMYCINE
ES2,PD325901,OXALIPLATIN,0.1,20.0,0.013772609,1.127086793,49.30395914,8.085367469,10.0,52.39710613,0,0.0,-22.60496667,-12.87353228,1,1,OXALIPLATIN.PD325901
A2780,AZD1775,MK-4827,0.5,10.0,0.465104939,1.508113113,0.0,1.190602439,1.236982831,34.98918764,0,1.0,3.850654716,19.75635246,1,1,AZD1775.MK-4827
VCAP,SN-38,MK-8776,0.005,4.0,0.001714255,10.0,82.79589887,0.686707899,2.437955147,65.20400261,0,1.0,13.68549192,18.47550474,1,1,MK-8776.SN-38
LOVO,MK-4541,LAPATINIB,4.0,5.0,0.087538772,1.06259322,90.8569488,0.148596844,0.614130251,51.60288926,0,1.0,-12.50616401,5.606778452,1,1,LAPATINIB.MK-4541
MSTO,CYCLOPHOSPHAMIDE,AZD1775,10.0,0.5,1.0,0.0,100.0,0.470196067,10.0,0.0,0,1.0,1.291930902,1.291930902,1,2,AZD1775.CYCLOPHOSPHAMIDE
SW620,BORTEZOMIB,MK-8776,0.04,4.0,0.008343679,1.96227928,0.0,1.0,0.0,100.0,0,1.0,40.7871117,40.7871117,1,1,BORTEZOMIB.MK-8776
DLD1,ABT-888,OXALIPLATIN,10.0,20.0,1.0,0.0,100.0,20.0,2.257185156,37.29650322,0,0.0,-6.347300695,-6.347300695,1,1,ABT-888.OXALIPLATIN
MSTO,L778123,MK-8669,5.0,0.01,2.584940347,0.583480632,0.0,0.002332519,10.0,71.98870648,0,1.0,34.77151929,45.92672366,1,1,L778123.MK-8669
A427,5-FU,DINACICLIB,10.0,0.04,5.428628248,1.750076768,14.93695313,0.008299176,1.999442803,0.0,0,1.0,8.302523402,19.03420839,1,1,5-FU.DINACICLIB
SKMES1,LAPATINIB,MK-2206,5.0,4.0,0.237147423,1.310593315,36.92422442,0.225509184,1.418624852,66.34938264,0,1.0,-3.954272041,34.44964865,1,1,LAPATINIB.MK-2206
A427,TEMOZOLOMIDE,MK-8776,250.0,4.0,32.316478,0.590486659,43.20963743,0.330904094,10.0,63.50630177,0,1.0,53.89840562,91.22010618,1,1,MK-8776.TEMOZOLOMIDE
MDAMB436,GEMCITABINE,SUNITINIB,0.01,5.0,0.002544707,10.0,38.88507061,5.0,1.115200953,24.67592069,0,0.0,-1.493881392,5.073447384,1,1,GEMCITABINE.SUNITINIB
NCIH23,MK-4541,BORTEZOMIB,4.0,0.04,1.0,0.0,100.0,0.005754276,1.597965364,2.429241857,0,0.0,-1.092883843,-1.092883843,1,1,BORTEZOMIB.MK-4541
NCIH2122,ETOPOSIDE,MK-8669,4.0,0.01,0.268853379,1.957411485,38.21456618,0.002758229,10.0,89.49994603,0,1.0,9.329022954,13.52487162,1,1,ETOPOSIDE.MK-8669
PA1,METFORMIN,PD325901,250.0,0.1,1.0,0.0,100.0,0.046590479,0.963605139,77.08402182,0,1.0,8.455215578,8.455215578,1,1,METFORMIN.PD325901
SW837,ZOLINZA,TOPOTECAN,4.0,1.0,1.253704824,10.0,13.20446306,0.095722145,1.172605774,24.88910382,0,0.0,2.065587522,15.49097764,1,1,TOPOTECAN.ZOLINZA
HT144,BEZ-235,OXALIPLATIN,0.4,20.0,0.036413782,1.493740457,29.49027709,20.0,1.032549291,23.6294867,0,0.0,-17.96894822,0.314971427,1,1,BEZ-235.OXALIPLATIN
SKMES1,5-FU,MK-8669,10.0,0.01,0.863609007,1.29554604,63.18014155,0.003326849,1.970468303,81.72686087,0,1.0,-3.443108139,6.182402595,1,1,5-FU.MK-8669
MDAMB436,L778123,MK-2206,5.0,4.0,1.173467015,2.687719894,65.45447801,1.95898947,1.030844415,64.06371107,0,1.0,1.365338222,12.74938707,1,1,L778123.MK-2206
OV90,CYCLOPHOSPHAMIDE,MK-5108,10.0,2.0,1.0,0.0,100.0,0.188867391,1.433756247,91.78298108,0,1.0,7.797725975,7.797725975,1,1,CYCLOPHOSPHAMIDE.MK-5108
T47D,MRK-003,ETOPOSIDE,10.0,4.0,5.134224659,1.380732161,0.0,0.709105502,1.266737274,9.076781542,0,1.0,-0.913268649,18.56933475,1,1,ETOPOSIDE.MRK-003
NCIH23,PACLITAXEL,MK-2206,0.04,4.0,0.002229019,2.660814591,17.54877076,1.180915583,0.880796493,65.89561379,0,1.0,-3.883417454,12.50509187,1,1,MK-2206.PACLITAXEL
ES2,ZOLINZA,MK-8776,4.0,4.0,1.739350721,2.182020191,11.30337484,0.567671689,2.158476563,24.17940241,0,1.0,22.18594634,35.31271944,1,1,MK-8776.ZOLINZA
NCIH23,VINORELBINE,SUNITINIB,0.04,5.0,0.01037904,1.378405641,2.573552078,4.923106321,2.033612723,0.0,0,1.0,9.144728844,18.43371488,1,1,SUNITINIB.VINORELBINE
A375,MRK-003,VINORELBINE,10.0,0.04,10.0,4.212439198,51.19632045,0.00666383,1.438212866,28.99574877,0,1.0,41.4231583,46.03369643,1,1,MRK-003.VINORELBINE
NCIH23,CYCLOPHOSPHAMIDE,DINACICLIB,10.0,0.04,1.0,0.0,100.0,0.010423911,2.230722362,6.145603206,0,1.0,3.091931926,3.091931926,1,2,CYCLOPHOSPHAMIDE.DINACICLIB
HT29,PD325901,ABT-888,0.1,10.0,0.006286773,1.517561129,29.97851036,1.0,0.0,100.0,0,0.0,-5.827058315,-5.827058315,1,1,ABT-888.PD325901
A2780,MK-5108,SN-38,2.0,0.005,0.504400142,1.55405091,43.64959764,0.001749165,1.310221706,20.57815472,0,1.0,-2.288094505,17.25089259,1,1,MK-5108.SN-38
LOVO,MK-4827,MK-8669,10.0,0.01,10.0,1.119046815,31.40488082,0.000538353,2.102832704,72.35505037,0,1.0,10.94891535,29.90204324,1,1,MK-4827.MK-8669
NCIH2122,CYCLOPHOSPHAMIDE,MK-8669,10.0,0.01,1.0,0.0,100.0,0.002758229,10.0,89.49994603,0,1.0,15.22432722,15.22432722,1,1,CYCLOPHOSPHAMIDE.MK-8669
DLD1,AZD1775,MK-2206,0.5,4.0,0.389534988,1.72748814,67.18005503,0.937148614,1.827788757,86.83623921,0,1.0,28.08223669,33.0724735,1,1,AZD1775.MK-2206
DLD1,L778123,ERLOTINIB,5.0,5.0,1.096613525,2.188793665,89.33851853,4.645981859,1.080847422,0.0,0,1.0,4.336277825,11.84283425,1,1,ERLOTINIB.L778123
RKO,LAPATINIB,OXALIPLATIN,5.0,20.0,5.0,10.0,57.8025905,8.115288572,10.0,56.49863504,0,0.0,0.635419767,2.292398354,1,1,LAPATINIB.OXALIPLATIN
UWB1289,MRK-003,ETOPOSIDE,10.0,4.0,4.13902848,4.546744191,40.33343852,0.859396751,0.930644646,9.17725155,0,0.0,-6.56946972,6.880520359,1,1,ETOPOSIDE.MRK-003
NCIH23,ABT-888,GELDANAMYCIN,10.0,2.0,1.0,0.0,100.0,0.102781945,10.0,12.7481356,0,0.0,-5.087879771,-5.087879771,1,1,ABT-888.GELDANAMYCIN
OVCAR3,TEMOZOLOMIDE,TOPOTECAN,250.0,1.0,1.0,0.0,100.0,0.151326302,1.215531374,0.0,0,1.0,4.62571157,4.62571157,1,1,TEMOZOLOMIDE.TOPOTECAN
A2058,MITOMYCINE,MK-4827,1.0,10.0,0.039000254,2.179214563,21.38036706,0.795697826,5.551021216,35.26137926,0,0.0,-27.46563135,2.388649223,1,1,MITOMYCINE.MK-4827
UWB1289,MRK-003,DASATINIB,10.0,3.0,4.13902848,4.546744191,40.33343852,0.062868584,1.069060842,0.0,0,1.0,11.26842552,20.46216002,1,1,DASATINIB.MRK-003
HT144,ZOLINZA,MK-4827,4.0,10.0,1.815539721,2.190176039,0.0,5.976272516,0.861234083,64.1919498,0,1.0,5.406219163,14.40911222,1,1,MK-4827.ZOLINZA
A2058,SUNITINIB,TOPOTECAN,5.0,1.0,2.294908108,3.504056294,24.61693666,0.061665385,2.134367458,15.56262101,0,0.0,-7.628671211,2.714974791,1,1,SUNITINIB.TOPOTECAN
RKO,VINORELBINE,DINACICLIB,0.04,0.04,0.002346221,2.396976497,23.01147435,0.016979083,2.014752373,0.0,0,1.0,9.647920956,25.61024456,1,1,DINACICLIB.VINORELBINE
MSTO,DASATINIB,ABT-888,3.0,10.0,0.045772073,1.257720915,32.80229796,10.0,0.1,90.46011865,0,1.0,49.14956569,55.36981423,1,1,ABT-888.DASATINIB
PA1,MK-4827,MK-8669,10.0,0.01,4.432824649,2.206622764,0.0,0.000536966,10.0,85.69719959,0,1.0,12.78572206,22.19750445,1,1,MK-4827.MK-8669
NCIH23,ETOPOSIDE,LAPATINIB,4.0,5.0,0.244682081,2.247417614,18.74818842,5.0,2.065864479,38.21487943,0,0.0,-174.1625871,-165.8213594,1,1,ETOPOSIDE.LAPATINIB
UWB1289,AZD1775,PD325901,0.5,0.1,0.053169677,1.602490427,5.175709362,0.004981645,1.017262818,76.94011288,0,1.0,-3.556867004,6.726760071,1,1,AZD1775.PD325901
HT144,SUNITINIB,MK-2206,5.0,4.0,3.250313434,1.602131772,46.19746537,0.283652859,1.000726111,84.0485814,0,1.0,13.98021603,24.57315679,1,1,MK-2206.SUNITINIB
A2780,LAPATINIB,GELDANAMYCIN,5.0,2.0,5.0,1.955160849,39.00360994,0.128388817,2.432551784,14.06419183,0,0.0,-8.157179826,-0.35214666,1,1,GELDANAMYCIN.LAPATINIB
ES2,METFORMIN,DINACICLIB,250.0,0.04,250.0,10.0,81.60199606,0.012023853,3.283193926,9.486148305,0,0.0,0.100119275,1.014974337,1,1,DINACICLIB.METFORMIN
SKOV3,MK-2206,SN-38,4.0,0.005,1.303874047,0.954044166,46.21395859,0.005,4.034223755,36.01801309,0,1.0,16.28346191,22.05518718,1,1,MK-2206.SN-38
SW837,DOXORUBICIN,LAPATINIB,0.3,5.0,0.07337878,0.966681322,0.0,5.0,0.478748874,4.935309315,0,1.0,9.736817093,41.4336421,1,1,DOXORUBICIN.LAPATINIB
DLD1,LAPATINIB,SORAFENIB,5.0,20.0,5.0,0.734410513,69.41530848,15.13866159,2.468851936,0.0,0,1.0,29.25815599,35.18905731,1,1,LAPATINIB.SORAFENIB
NCIH23,METHOTREXATE,AZD1775,0.2,0.5,0.038901915,10.0,4.380334841,0.101098868,7.075202536,15.2517268,0,0.0,-7.981228744,-4.185972018,1,1,AZD1775.METHOTREXATE
NCIH23,VINBLASTINE,DASATINIB,0.04,3.0,0.016271618,1.813586927,0.0,0.102331447,0.938147333,70.46496068,0,1.0,-12.51486674,10.53519786,1,1,DASATINIB.VINBLASTINE
SW837,VINORELBINE,BORTEZOMIB,0.04,0.04,0.008418483,1.668622658,38.66693929,0.005778642,1.199849571,18.70191911,0,0.0,-30.63472314,-4.263042933,1,1,BORTEZOMIB.VINORELBINE
HT144,PACLITAXEL,MK-4827,0.04,10.0,0.0050512,1.34513379,29.50434466,5.976272516,0.861234083,64.1919498,0,0.0,-29.44306752,-12.41856731,1,1,MK-4827.PACLITAXEL
NCIH2122,L778123,GELDANAMYCIN,5.0,2.0,5.0,0.441727396,11.16872629,0.102001461,10.0,10.04227814,0,1.0,4.079637187,21.92952899,1,1,GELDANAMYCIN.L778123
UACC62,BORTEZOMIB,GELDANAMYCIN,0.04,2.0,0.004404981,1.889543497,5.275796812,0.313499574,1.491782615,10.58140747,0,0.0,-29.47956623,-8.502366416,1,1,BORTEZOMIB.GELDANAMYCIN
SW620,MITOMYCINE,MK-8669,1.0,0.01,0.052402845,1.812535058,40.67460895,0.000977881,1.841104706,86.41377261,0,0.0,-19.26334181,-6.960919131,1,1,MITOMYCINE.MK-8669
