CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE
RKO.SORAFENIB,CEACAM1,PDGFRA,0.509,mutation
RKO.SORAFENIB,CEACAM1,PDGFRB,0.509,mutation
RKO.SORAFENIB,CEACAM1,KIT,0.509,mutation
RKO.SORAFENIB,CD93,PDGFRA,0.503,mutation
RKO.SORAFENIB,CD93,PDGFRB,0.503,mutation
RKO.SORAFENIB,CD93,KIT,0.503,mutation
RKO.SORAFENIB,API5,PDGFRA,0.506,mutation
RKO.SORAFENIB,API5,PDGFRB,0.506,mutation
RKO.SORAFENIB,API5,KIT,0.506,mutation
RKO.SORAFENIB,CDK4,KDR,0.551,mutation
RKO.SORAFENIB,KDR,USP1,0.551,mutation
RKO.SORAFENIB,DDX26B,PDGFRA,0.506,mutation
RKO.SORAFENIB,DDX26B,PDGFRB,0.506,mutation
RKO.SORAFENIB,DDX26B,KIT,0.506,mutation
RKO.SORAFENIB,CALM1,PDGFRA,0.506,mutation
RKO.SORAFENIB,CALM1,PDGFRB,0.506,mutation
RKO.SORAFENIB,CALM1,KIT,0.506,mutation
RKO.SORAFENIB,PDGFRA,TNFRSF9,0.506,mutation
RKO.SORAFENIB,PDGFRB,TNFRSF9,0.506,mutation
RKO.SORAFENIB,KIT,TNFRSF9,0.506,mutation
RKO.SORAFENIB,BRCA1,KDR,0.545,mutation
RKO.SORAFENIB,PDGFRB,WEE1,0.1775,mutation
RKO.SORAFENIB,KDR,WEE1,0.1775,mutation
RKO.SORAFENIB,KDR,PARP1,0.554,mutation
RKO.SORAFENIB,PDGFRA,SRI,0.506,mutation
RKO.SORAFENIB,PDGFRB,SRI,0.506,mutation
RKO.SORAFENIB,KIT,SRI,0.506,mutation
RKO.SORAFENIB,ADAM22,PDGFRA,0.503,mutation
RKO.SORAFENIB,ADAM22,PDGFRB,0.503,mutation
RKO.SORAFENIB,ADAM22,KIT,0.503,mutation
RKO.SORAFENIB,NRG2,PDGFRA,0.503,mutation
RKO.SORAFENIB,NRG2,PDGFRB,0.503,mutation
RKO.SORAFENIB,KIT,NRG2,0.503,mutation
RKO.SORAFENIB,KIT,MYC,0.1775,mutation
RKO.SORAFENIB,CACNA2D2,PDGFRA,0.503,mutation
RKO.SORAFENIB,CACNA2D2,PDGFRB,0.503,mutation
RKO.SORAFENIB,CACNA2D2,KIT,0.503,mutation
RKO.SORAFENIB,PDGFRA,SPTB,0.506,mutation
RKO.SORAFENIB,PDGFRB,SPTB,0.506,mutation
RKO.SORAFENIB,KIT,SPTB,0.506,mutation
RKO.SORAFENIB,MYST3,PDGFRA,0.512,mutation
RKO.SORAFENIB,MYST3,PDGFRB,0.512,mutation
RKO.SORAFENIB,KIT,MYST3,0.512,mutation
RKO.SORAFENIB,KDR,POLR2A,0.527,mutation
RKO.SORAFENIB,MGAT2,PDGFRA,0.509,mutation
RKO.SORAFENIB,MGAT2,PDGFRB,0.509,mutation
RKO.SORAFENIB,KIT,MGAT2,0.509,mutation
RKO.SORAFENIB,PDE4DIP,PDGFRA,0.554,mutation
RKO.SORAFENIB,PDE4DIP,PDGFRB,0.554,mutation
RKO.SORAFENIB,KIT,PDE4DIP,0.554,mutation
RKO.ABT-888,PARP1,PIK3CA,0.34334375,mutation
RKO.ABT-888,PARP1,ZBTB32,0.56,mutation
RKO.ABT-888,PARP2,ZBTB32,0.557,mutation
RKO.ABT-888,CUX1,PARP1,0.56,mutation
RKO.ABT-888,PARP1,POLE,0.548,mutation
RKO.ABT-888,PARP2,POLE,0.536,mutation
RKO.ABT-888,PARP1,POLM,0.536,mutation
RKO.ABT-888,PARP2,POLM,0.551,mutation
RKO.ABT-888,PARP1,SMC3,0.855,mutation
RKO.ABT-888,PARP2,SMC3,0.855,mutation
RKO.ABT-888,NAE1,PARP1,0.575,mutation
RKO.ABT-888,NAE1,PARP2,0.611,mutation
RKO.ABT-888,CDK4,PARP1,0.6355,mutation
RKO.ABT-888,CDK4,PARP2,0.554,mutation
RKO.ABT-888,PARP1,USP1,0.542,mutation
RKO.ABT-888,PARP2,USP1,0.545,mutation
RKO.ABT-888,BRCA1,PARP1,0.99,mutation
RKO.ABT-888,BRCA1,PARP2,0.873,mutation
RKO.ABT-888,BRCA2,PARP1,0.85,mutation
RKO.ABT-888,BRCA2,PARP2,0.855,mutation
RKO.ABT-888,PARP1,PARP2,0.273125,mutation
RKO.ABT-888,PARP1,STAT3,0.273125,mutation
RKO.ABT-888,PARP1,TP53BP1,0.304,mutation
RKO.ABT-888,CASP8,PARP1,0.4305,mutation
RKO.ABT-888,MYC,PARP1,0.1775,mutation
RKO.ABT-888,PARP1,STAG1,0.855,mutation
RKO.ABT-888,PARP2,STAG1,0.855,mutation
RKO.ABT-888,PARP1,POLR2A,0.521,mutation
RKO.ABT-888,PARP2,POLR2A,0.503,mutation
RKO.ABT-888,NFKB1,PARP1,0.1775,mutation
RKO.ABT-888,MLH1,PARP1,0.273125,mutation
RKO.ABT-888,DAPK1,PARP1,0.1775,mutation
RKO.METFORMIN,NAE1,PRKAB1,0.629,mutation
RKO.METFORMIN,MYC,PRKAB1,0.548,mutation
RKO.MK-8669,MTOR,PIK3CA,0.4305,mutation
RKO.MK-8669,MTOR,ZBTB32,0.548,mutation
RKO.MK-8669,MTOR,POLE,0.542,mutation
RKO.MK-8669,MTOR,POLM,0.548,mutation
RKO.MK-8669,DAB2IP,MTOR,0.1775,mutation
RKO.MK-8669,CDK4,MTOR,0.557,mutation
RKO.MK-8669,MTOR,USP1,0.518,mutation
RKO.MK-8669,EZH2,MTOR,0.1775,mutation
RKO.MK-8669,BRCA1,MTOR,0.548,mutation
RKO.MK-8669,MTOR,PARP1,0.557,mutation
RKO.MK-8669,MTOR,MYC,0.7625,mutation
RKO.MK-8669,MTOR,POLR2A,0.53,mutation
RKO.MK-8669,GLI2,MTOR,0.56,mutation
RKO.GEMCITABINE,RRM1,SLC28A1,0.5,mutation
RKO.GEMCITABINE,RRM1,ZBTB32,0.533,mutation
RKO.GEMCITABINE,MAP3K1,RRM1,0.5,mutation
RKO.GEMCITABINE,MAP3K1,TYMS,0.5,mutation
RKO.GEMCITABINE,CMPK1,MAP3K1,0.5,mutation
RKO.GEMCITABINE,POLE,RRM1,0.509,mutation
RKO.GEMCITABINE,POLM,RRM1,0.527,mutation
RKO.GEMCITABINE,ASPM,RRM1,0.5,mutation
RKO.GEMCITABINE,ASPM,TYMS,0.5,mutation
RKO.GEMCITABINE,ASPM,CMPK1,0.5,mutation
RKO.GEMCITABINE,CDKL5,RRM1,0.473,mutation
RKO.GEMCITABINE,CDKL5,TYMS,0.473,mutation
RKO.GEMCITABINE,CDKL5,CMPK1,0.473,mutation
RKO.GEMCITABINE,NAE1,RRM1,0.611,mutation
RKO.GEMCITABINE,NAE1,TYMS,0.5,mutation
RKO.GEMCITABINE,CDK4,RRM1,0.521,mutation
RKO.GEMCITABINE,RRM1,USP1,0.509,mutation
RKO.GEMCITABINE,AURKA,RRM1,0.563,mutation
RKO.GEMCITABINE,AURKA,TYMS,0.563,mutation
RKO.GEMCITABINE,AURKA,CMPK1,0.563,mutation
RKO.GEMCITABINE,CALM1,RRM1,0.491,mutation
RKO.GEMCITABINE,CALM1,TYMS,0.491,mutation
RKO.GEMCITABINE,CALM1,CMPK1,0.491,mutation
RKO.GEMCITABINE,BRCA1,RRM1,0.497,mutation
RKO.GEMCITABINE,EPHB1,RRM1,0.551,mutation
RKO.GEMCITABINE,EPHB1,TYMS,0.551,mutation
RKO.GEMCITABINE,CMPK1,EPHB1,0.551,mutation
RKO.GEMCITABINE,PARP1,RRM1,0.521,mutation
RKO.GEMCITABINE,POLR2A,RRM1,0.482,mutation
RKO.SUNITINIB,KDR,SLC28A1,0.473,mutation
RKO.SUNITINIB,KDR,ZBTB32,0.536,mutation
RKO.SUNITINIB,CUX1,PDGFRA,0.506,mutation
RKO.SUNITINIB,CUX1,PDGFRB,0.506,mutation
RKO.SUNITINIB,CUX1,KIT,0.506,mutation
RKO.SUNITINIB,DLAT,PDGFRA,0.506,mutation
RKO.SUNITINIB,DLAT,PDGFRB,0.506,mutation
RKO.SUNITINIB,DLAT,KIT,0.506,mutation
RKO.SUNITINIB,KDR,POLE,0.503,mutation
RKO.SUNITINIB,KDR,POLM,0.536,mutation
RKO.SUNITINIB,PDGFRA,RTP4,0.509,mutation
RKO.SUNITINIB,PDGFRB,RTP4,0.509,mutation
RKO.SUNITINIB,KIT,RTP4,0.509,mutation
RKO.SUNITINIB,CPSF1,PDGFRA,0.506,mutation
RKO.SUNITINIB,CPSF1,PDGFRB,0.506,mutation
RKO.SUNITINIB,CPSF1,KIT,0.506,mutation
RKO.SUNITINIB,CXCR4,PDGFRA,0.506,mutation
RKO.SUNITINIB,CXCR4,PDGFRB,0.506,mutation
RKO.SUNITINIB,CXCR4,KIT,0.506,mutation
RKO.SUNITINIB,ANK3,PDGFRA,0.506,mutation
RKO.SUNITINIB,ANK3,PDGFRB,0.506,mutation
RKO.SUNITINIB,ANK3,KIT,0.506,mutation
RKO.SUNITINIB,PDGFRA,UTP14A,0.539,mutation
RKO.SUNITINIB,PDGFRB,UTP14A,0.539,mutation
RKO.SUNITINIB,KIT,UTP14A,0.539,mutation
RKO.SUNITINIB,CEACAM1,PDGFRA,0.509,mutation
RKO.SUNITINIB,CEACAM1,PDGFRB,0.509,mutation
RKO.SUNITINIB,CEACAM1,KIT,0.509,mutation
RKO.SUNITINIB,CD93,PDGFRA,0.503,mutation
RKO.SUNITINIB,CD93,PDGFRB,0.503,mutation
RKO.SUNITINIB,CD93,KIT,0.503,mutation
RKO.SUNITINIB,API5,PDGFRA,0.506,mutation
RKO.SUNITINIB,API5,PDGFRB,0.506,mutation
RKO.SUNITINIB,API5,KIT,0.506,mutation
RKO.SUNITINIB,CDK4,KDR,0.551,mutation
RKO.SUNITINIB,KDR,USP1,0.551,mutation
RKO.SUNITINIB,DDX26B,PDGFRA,0.506,mutation
RKO.SUNITINIB,DDX26B,PDGFRB,0.506,mutation
RKO.SUNITINIB,DDX26B,KIT,0.506,mutation
RKO.SUNITINIB,CALM1,PDGFRA,0.506,mutation
RKO.SUNITINIB,CALM1,PDGFRB,0.506,mutation
RKO.SUNITINIB,CALM1,KIT,0.506,mutation
RKO.SUNITINIB,PDGFRA,TNFRSF9,0.506,mutation
RKO.SUNITINIB,PDGFRB,TNFRSF9,0.506,mutation
RKO.SUNITINIB,KIT,TNFRSF9,0.506,mutation
RKO.SUNITINIB,BRCA1,KDR,0.545,mutation
RKO.SUNITINIB,PDGFRB,WEE1,0.1775,mutation
RKO.SUNITINIB,KDR,WEE1,0.1775,mutation
RKO.SUNITINIB,KDR,PARP1,0.554,mutation
RKO.SUNITINIB,PDGFRA,SRI,0.506,mutation
RKO.SUNITINIB,PDGFRB,SRI,0.506,mutation
RKO.SUNITINIB,KIT,SRI,0.506,mutation
RKO.SUNITINIB,ADAM22,PDGFRA,0.503,mutation
RKO.SUNITINIB,ADAM22,PDGFRB,0.503,mutation
RKO.SUNITINIB,ADAM22,KIT,0.503,mutation
RKO.SUNITINIB,NRG2,PDGFRA,0.503,mutation
RKO.SUNITINIB,NRG2,PDGFRB,0.503,mutation
RKO.SUNITINIB,KIT,NRG2,0.503,mutation
RKO.SUNITINIB,KIT,MYC,0.1775,mutation
RKO.SUNITINIB,CACNA2D2,PDGFRA,0.503,mutation
RKO.SUNITINIB,CACNA2D2,PDGFRB,0.503,mutation
RKO.SUNITINIB,CACNA2D2,KIT,0.503,mutation
RKO.SUNITINIB,PDGFRA,SPTB,0.506,mutation
RKO.SUNITINIB,PDGFRB,SPTB,0.506,mutation
RKO.SUNITINIB,KIT,SPTB,0.506,mutation
RKO.SUNITINIB,MYST3,PDGFRA,0.512,mutation
RKO.SUNITINIB,MYST3,PDGFRB,0.512,mutation
RKO.SUNITINIB,KIT,MYST3,0.512,mutation
RKO.SUNITINIB,KDR,POLR2A,0.527,mutation
RKO.SUNITINIB,MGAT2,PDGFRA,0.509,mutation
RKO.SUNITINIB,MGAT2,PDGFRB,0.509,mutation
RKO.SUNITINIB,KIT,MGAT2,0.509,mutation
RKO.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation
RKO.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation
RKO.SUNITINIB,KIT,PDE4DIP,0.554,mutation
RKO.ETOPOSIDE,CRBN,TOP2B,0.2,mutation
RKO.ETOPOSIDE,NAE1,TOP2A,0.611,mutation
RKO.ETOPOSIDE,MYBL2,TOP2A,0.2,mutation
RKO.ETOPOSIDE,STMN1,TOP2A,0.209,mutation
RKO.ZOLINZA,HDAC1,NAE1,0.611,mutation
RKO.ZOLINZA,HDAC2,NAE1,0.611,mutation
RKO.ZOLINZA,HDAC3,NAE1,0.575,mutation
RKO.LAPATINIB,EGFR,PIK3CA,0.1775,mutation
RKO.LAPATINIB,ERBB2,PIK3CA,0.1775,mutation
RKO.LAPATINIB,EGFR,ZBTB32,0.542,mutation
RKO.LAPATINIB,EGFR,POLE,0.533,mutation
RKO.LAPATINIB,EGFR,POLM,0.551,mutation
RKO.LAPATINIB,ABL1,EGFR,0.855,mutation
RKO.LAPATINIB,CDK4,EGFR,0.545,mutation
RKO.LAPATINIB,EGFR,USP1,0.518,mutation
RKO.LAPATINIB,AURKA,EGFR,0.8325,mutation
RKO.LAPATINIB,EGFR,NOTCH1,0.9,mutation
RKO.LAPATINIB,CALM1,EGFR,0.855,mutation
RKO.LAPATINIB,BRCA1,EGFR,0.7625,mutation
RKO.LAPATINIB,EGFR,PARP1,0.83359375,mutation
RKO.LAPATINIB,ERBB2,PARP1,0.1775,mutation
RKO.LAPATINIB,EGFR,STAT3,0.85,mutation
RKO.LAPATINIB,AKT3,EGFR,0.1775,mutation
RKO.LAPATINIB,EGFR,MYC,0.1775,mutation
RKO.LAPATINIB,ERBB2,MYC,0.1775,mutation
RKO.LAPATINIB,EGFR,GRAMD3,0.2,mutation
RKO.LAPATINIB,EGFR,NEDD9,0.855,mutation
RKO.LAPATINIB,EGFR,POLR2A,0.533,mutation
RKO.LAPATINIB,EGFR,PLEC,0.2,mutation
RKO.LAPATINIB,EGFR,OSMR,0.2,mutation
RKO.LAPATINIB,EGFR,PTPRF,0.2,mutation
RKO.MK-2206,AKT1,PIK3CA,0.3982579,mutation
RKO.MK-2206,AKT1,CUX1,0.4305,mutation
RKO.MK-2206,AKT1,TXNRD1,0.4305,mutation
RKO.MK-2206,AKT1,NAE1,0.629,mutation
RKO.MK-2206,AKT2,NAE1,0.575,mutation
RKO.MK-2206,AKT1,KEAP1,0.56,mutation
RKO.MK-2206,AKT1,CDK4,0.56,mutation
RKO.MK-2206,AKT1,PARP1,0.34334375,mutation
RKO.MK-2206,AKT1,CASP8,0.1775,mutation
RKO.MK-2206,AKT2,AKT3,0.1775,mutation
RKO.MK-2206,AKT1,XIAP,0.1775,mutation
RKO.MK-2206,AKT1,AR,0.1775,mutation
RKO.MK-2206,AKT1,BRAF,0.1775,mutation
RKO.DOXORUBICIN,NAE1,TOP1,0.629,mutation
RKO.DOXORUBICIN,DNMT1,NAE1,0.629,mutation
RKO.DOXORUBICIN,BRCA1,TOP1,0.1775,mutation
RKO.DOXORUBICIN,PARP1,TOP1,0.1775,mutation
RKO.DOXORUBICIN,MLH1,TOP1,0.1775,mutation
RKO.DINACICLIB,CDK2,ZBTB32,0.557,mutation
RKO.DINACICLIB,CDK2,POLE,0.557,mutation
RKO.DINACICLIB,CDK2,POLM,0.548,mutation
RKO.DINACICLIB,CDK1,SNRPA1,0.191,mutation
RKO.DINACICLIB,CDK2,NAE1,0.644,mutation
RKO.DINACICLIB,CDK2,CDK4,0.6355,mutation
RKO.DINACICLIB,CDK2,USP1,0.539,mutation
RKO.DINACICLIB,BRCA1,CDK2,0.539,mutation
RKO.DINACICLIB,BRCA2,CDK1,0.1775,mutation
RKO.DINACICLIB,CDK2,PARP1,0.557,mutation
RKO.DINACICLIB,CDK5,PARP1,0.304,mutation
RKO.DINACICLIB,CDK1,MYC,0.8325,mutation
RKO.DINACICLIB,CDK2,MYC,0.8325,mutation
RKO.DINACICLIB,CDK2,POLR2A,0.536,mutation
RKO.MK-8776,CHEK1,PIK3CA,0.1775,mutation
RKO.MK-8776,CHEK1,SLC28A1,0.647,mutation
RKO.MK-8776,CHEK1,NF1,0.1775,mutation
RKO.MK-8776,CHEK1,KNTC1,0.197,mutation
RKO.MK-8776,CDT1,CHEK1,0.1775,mutation
RKO.MK-8776,CHEK1,NAE1,0.638,mutation
RKO.MK-8776,CHEK1,NPAT,0.2,mutation
RKO.MK-8776,BRCA1,CHEK1,0.273125,mutation
RKO.MK-8776,BRCA2,CHEK1,0.273125,mutation
RKO.MK-8776,CHEK1,PARP1,0.56,mutation
RKO.MK-8776,CHEK1,MYC,0.4305,mutation
RKO.MK-8776,CHEK1,MLH1,0.4305,mutation
RKO.METHOTREXATE,DHFR,NAE1,0.5,mutation
RKO.METHOTREXATE,DHFR,RMI1,0.17,mutation
RKO.MK-5108,AURKA,SLC28A1,0.563,mutation
RKO.MK-5108,AURKA,CYP3A4,0.5,mutation
RKO.MK-5108,AURKA,NAE1,0.611,mutation
RKO.MK-5108,AURKA,MAP2,0.5,mutation
RKO.MK-5108,AURKA,TUBB1,0.5,mutation
RKO.MK-5108,AURKA,STAT3,0.56,mutation
RKO.MK-5108,AURKA,MAP4,0.5,mutation
RKO.MK-5108,AURKA,SUV39H1,0.218,mutation
RKO.MK-5108,ABCC1,AURKA,0.5,mutation
RKO.5-FU,MAP3K1,TYMS,0.5,mutation
RKO.5-FU,ASPM,TYMS,0.5,mutation
RKO.5-FU,CDKL5,TYMS,0.473,mutation
RKO.5-FU,NAE1,TYMS,0.5,mutation
RKO.5-FU,AURKA,TYMS,0.563,mutation
RKO.5-FU,CALM1,TYMS,0.491,mutation
RKO.5-FU,EPHB1,TYMS,0.551,mutation
RKO.DASATINIB,CUX1,KIT,0.506,mutation
RKO.DASATINIB,DLAT,KIT,0.506,mutation
RKO.DASATINIB,KIT,RTP4,0.509,mutation
RKO.DASATINIB,CPSF1,KIT,0.506,mutation
RKO.DASATINIB,CXCR4,KIT,0.506,mutation
RKO.DASATINIB,ANK3,KIT,0.506,mutation
RKO.DASATINIB,KIT,UTP14A,0.539,mutation
RKO.DASATINIB,CEACAM1,KIT,0.509,mutation
RKO.DASATINIB,CD93,KIT,0.503,mutation
RKO.DASATINIB,API5,KIT,0.506,mutation
RKO.DASATINIB,DDX26B,KIT,0.506,mutation
RKO.DASATINIB,CALM1,KIT,0.506,mutation
RKO.DASATINIB,KIT,TNFRSF9,0.506,mutation
RKO.DASATINIB,KIT,SRI,0.506,mutation
RKO.DASATINIB,ADAM22,KIT,0.503,mutation
RKO.DASATINIB,KIT,NRG2,0.503,mutation
RKO.DASATINIB,CASP8,SRC,0.1775,mutation
RKO.DASATINIB,KIT,MYC,0.1775,mutation
RKO.DASATINIB,CACNA2D2,KIT,0.503,mutation
RKO.DASATINIB,KIT,SPTB,0.506,mutation
RKO.DASATINIB,KIT,MYST3,0.512,mutation
RKO.DASATINIB,KIT,MGAT2,0.509,mutation
RKO.DASATINIB,KIT,PDE4DIP,0.554,mutation
RKO.AZD1775,NAE1,WEE1,0.611,mutation
RKO.TOPOTECAN,NAE1,TOP1,0.629,mutation
RKO.TOPOTECAN,BRCA1,TOP1,0.1775,mutation
RKO.TOPOTECAN,PARP1,TOP1,0.1775,mutation
RKO.TOPOTECAN,MLH1,TOP1,0.1775,mutation
RKO.BEZ-235,PIK3CA,PIK3CB,0.56,mutation
RKO.BEZ-235,MTOR,PIK3CA,0.4305,mutation
RKO.BEZ-235,MTOR,ZBTB32,0.548,mutation
RKO.BEZ-235,CUX1,PIK3CA,0.1775,mutation
RKO.BEZ-235,MTOR,POLE,0.542,mutation
RKO.BEZ-235,MTOR,POLM,0.548,mutation
RKO.BEZ-235,DAB2IP,MTOR,0.1775,mutation
RKO.BEZ-235,CDK4,PIK3CA,0.56,mutation
RKO.BEZ-235,CDK4,MTOR,0.557,mutation
RKO.BEZ-235,MTOR,USP1,0.518,mutation
RKO.BEZ-235,EZH2,MTOR,0.1775,mutation
RKO.BEZ-235,LMAN1,PIK3CA,0.167,mutation
RKO.BEZ-235,BRCA1,MTOR,0.548,mutation
RKO.BEZ-235,PARP1,PIK3CA,0.34334375,mutation
RKO.BEZ-235,MTOR,PARP1,0.557,mutation
RKO.BEZ-235,MYC,PIK3CA,0.56,mutation
RKO.BEZ-235,MTOR,MYC,0.7625,mutation
RKO.BEZ-235,MTOR,POLR2A,0.53,mutation
RKO.BEZ-235,GLI2,PIK3CA,0.56,mutation
RKO.BEZ-235,GLI2,MTOR,0.56,mutation
RKO.SN-38,CRBN,TOP2B,0.2,mutation
RKO.SN-38,NAE1,TOP1,0.629,mutation
RKO.SN-38,NAE1,TOP2A,0.611,mutation
RKO.SN-38,MYBL2,TOP2A,0.2,mutation
RKO.SN-38,BRCA1,TOP1,0.1775,mutation
RKO.SN-38,PARP1,TOP1,0.1775,mutation
RKO.SN-38,STMN1,TOP2A,0.209,mutation
RKO.SN-38,MLH1,TOP1,0.1775,mutation
RKO.ERLOTINIB,EGFR,PIK3CA,0.1775,mutation
RKO.ERLOTINIB,EGFR,ZBTB32,0.542,mutation
RKO.ERLOTINIB,EGFR,POLE,0.533,mutation
RKO.ERLOTINIB,EGFR,POLM,0.551,mutation
RKO.ERLOTINIB,ABL1,EGFR,0.855,mutation
RKO.ERLOTINIB,CDK4,EGFR,0.545,mutation
RKO.ERLOTINIB,EGFR,USP1,0.518,mutation
RKO.ERLOTINIB,AURKA,EGFR,0.8325,mutation
RKO.ERLOTINIB,EGFR,NOTCH1,0.9,mutation
RKO.ERLOTINIB,CALM1,EGFR,0.855,mutation
RKO.ERLOTINIB,BRCA1,EGFR,0.7625,mutation
RKO.ERLOTINIB,EGFR,PARP1,0.83359375,mutation
RKO.ERLOTINIB,EGFR,STAT3,0.85,mutation
RKO.ERLOTINIB,AKT3,EGFR,0.1775,mutation
RKO.ERLOTINIB,EGFR,MYC,0.1775,mutation
RKO.ERLOTINIB,EGFR,GRAMD3,0.2,mutation
RKO.ERLOTINIB,EGFR,NEDD9,0.855,mutation
RKO.ERLOTINIB,EGFR,POLR2A,0.533,mutation
RKO.ERLOTINIB,EGFR,PLEC,0.2,mutation
RKO.ERLOTINIB,EGFR,OSMR,0.2,mutation
RKO.ERLOTINIB,EGFR,PTPRF,0.2,mutation
RPMI7951.MK-4827,PARP1,TP53,0.5173143,mutation
RPMI7951.MK-4827,PARP1,POLE,0.548,mutation
RPMI7951.MK-4827,PARP2,POLE,0.536,mutation
RPMI7951.SORAFENIB,NFATC2IP,PDGFRA,0.44,mutation
RPMI7951.SORAFENIB,NFATC2IP,PDGFRB,0.44,mutation
RPMI7951.SORAFENIB,KIT,NFATC2IP,0.44,mutation
RPMI7951.SORAFENIB,PDGFRB,TP53,0.4305,mutation
RPMI7951.SORAFENIB,KDR,TP53,0.4305,mutation
RPMI7951.SORAFENIB,KIT,TP53,0.1775,mutation
RPMI7951.SORAFENIB,KDR,POLE,0.503,mutation
RPMI7951.ABT-888,PARP1,TP53,0.5173143,mutation
RPMI7951.ABT-888,PARP1,POLE,0.548,mutation
RPMI7951.ABT-888,PARP2,POLE,0.536,mutation
RPMI7951.MK-8669,DAB2IP,MTOR,0.1775,mutation
RPMI7951.MK-8669,MTOR,TP53,0.464375,mutation
RPMI7951.MK-8669,MTOR,POLE,0.542,mutation
RPMI7951.MK-8669,MET,MTOR,0.1775,mutation
RPMI7951.GEMCITABINE,POLE,RRM1,0.509,mutation
RPMI7951.SUNITINIB,NFATC2IP,PDGFRA,0.44,mutation
RPMI7951.SUNITINIB,NFATC2IP,PDGFRB,0.44,mutation
RPMI7951.SUNITINIB,KIT,NFATC2IP,0.44,mutation
RPMI7951.SUNITINIB,PDGFRB,TP53,0.4305,mutation
RPMI7951.SUNITINIB,KDR,TP53,0.4305,mutation
RPMI7951.SUNITINIB,KIT,TP53,0.1775,mutation
RPMI7951.SUNITINIB,KDR,POLE,0.503,mutation
RPMI7951.LAPATINIB,EGFR,RET,0.855,mutation
RPMI7951.LAPATINIB,EGFR,TP53,0.273125,mutation
RPMI7951.LAPATINIB,ERBB2,TP53,0.1775,mutation
RPMI7951.LAPATINIB,EGFR,POLE,0.533,mutation
RPMI7951.LAPATINIB,EGFR,MET,0.56,mutation
RPMI7951.LAPATINIB,AMIGO2,EGFR,0.2,mutation
RPMI7951.MK-2206,AKT1,TP53,0.273125,mutation
RPMI7951.MK-2206,AKT1,BRAF,0.1775,mutation
RPMI7951.DOXORUBICIN,TOP1,TP53,0.1775,mutation
RPMI7951.DINACICLIB,CDK1,TP53,0.1775,mutation
RPMI7951.DINACICLIB,CDK2,TP53,0.1775,mutation
RPMI7951.DINACICLIB,CDK9,TP53,0.1775,mutation
RPMI7951.DINACICLIB,CDK2,POLE,0.557,mutation
RPMI7951.MK-8776,CHEK1,TP53,0.85,mutation
RPMI7951.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
RPMI7951.DASATINIB,KIT,NFATC2IP,0.44,mutation
RPMI7951.DASATINIB,KIT,TP53,0.1775,mutation
RPMI7951.AZD1775,TP53,WEE1,0.836875,mutation
RPMI7951.TOPOTECAN,TOP1,TP53,0.1775,mutation
RPMI7951.BEZ-235,DAB2IP,MTOR,0.1775,mutation
RPMI7951.BEZ-235,MTOR,TP53,0.464375,mutation
RPMI7951.BEZ-235,MTOR,POLE,0.542,mutation
RPMI7951.BEZ-235,MET,MTOR,0.1775,mutation
RPMI7951.SN-38,TOP1,TP53,0.1775,mutation
RPMI7951.ERLOTINIB,EGFR,RET,0.855,mutation
RPMI7951.ERLOTINIB,EGFR,TP53,0.273125,mutation
RPMI7951.ERLOTINIB,EGFR,POLE,0.533,mutation
RPMI7951.ERLOTINIB,EGFR,MET,0.56,mutation
RPMI7951.ERLOTINIB,AMIGO2,EGFR,0.2,mutation
SKMEL30.MK-4827,PARP1,POLR2A,0.521,mutation
SKMEL30.MK-4827,PARP2,POLR2A,0.503,mutation
SKMEL30.MK-4827,PARP1,TP53,0.5173143,mutation
SKMEL30.MK-4827,ATAD5,PARP1,0.17,mutation
SKMEL30.MK-4827,ALK,PARP1,0.1775,mutation
SKMEL30.MK-4827,PARP1,TDG,0.1775,mutation
SKMEL30.MK-4827,MDC1,PARP1,0.2,mutation
SKMEL30.SORAFENIB,MYST3,PDGFRA,0.512,mutation
SKMEL30.SORAFENIB,MYST3,PDGFRB,0.512,mutation
SKMEL30.SORAFENIB,KIT,MYST3,0.512,mutation
SKMEL30.SORAFENIB,KDR,POLR2A,0.527,mutation
SKMEL30.SORAFENIB,PDGFRB,TP53,0.4305,mutation
SKMEL30.SORAFENIB,KDR,TP53,0.4305,mutation
SKMEL30.SORAFENIB,KIT,TP53,0.1775,mutation
SKMEL30.SORAFENIB,ERMP1,PDGFRA,0.506,mutation
SKMEL30.SORAFENIB,ERMP1,PDGFRB,0.506,mutation
SKMEL30.SORAFENIB,ERMP1,KIT,0.506,mutation
SKMEL30.SORAFENIB,KIT,NRAS,0.44,mutation
SKMEL30.SORAFENIB,GPC5,PDGFRA,0.521,mutation
SKMEL30.SORAFENIB,GPC5,PDGFRB,0.521,mutation
SKMEL30.SORAFENIB,GPC5,KIT,0.521,mutation
SKMEL30.ABT-888,PARP1,POLR2A,0.521,mutation
SKMEL30.ABT-888,PARP2,POLR2A,0.503,mutation
SKMEL30.ABT-888,PARP1,TP53,0.5173143,mutation
SKMEL30.ABT-888,ATAD5,PARP1,0.17,mutation
SKMEL30.ABT-888,ALK,PARP1,0.1775,mutation
